X	logFC	AveExpr	t	P.Value	adj.P.Val	B	SYMBOL	significance	delabel
EPI_Hs_3P_A_0040929	0.0695436418091178	-0.172774728958435	0.684985377451946	0.495045051395053	0.753234401803056	-6.2239787510809	PFDN6	Not_significant	NA
EPI_Hs_3P_A_0040931	0.0753710384843091	0.0765548184653717	1.23832661436945	0.218690152417636	0.505989409767096	-5.70489628102069	PRR15	Not_significant	NA
EPI_Hs_3P_A_0040936	-0.111320691344686	-0.0640820545417967	-2.55873507277056	0.0121085830572054	0.0869563346871566	-3.33692447844973	GKN1	Not_significant	NA
EPI_Hs_3P_A_0040939	-0.0407548439396856	-0.11692914984056	-0.711838201185045	0.478334488061935	0.741787888773549	-6.20558204515958	MRPL16	Not_significant	NA
EPI_Hs_3P_A_0040945	0.0106311376043711	-0.0358725540500636	0.249263310859923	0.803702992314459	0.922656149723236	-6.42411834103343	SF3B5	Not_significant	NA
EPI_Hs_3P_A_0040946	0.0739269045758728	0.169883702277836	0.755879081458492	0.451618795286719	0.720275196620331	-6.17389617370677	AKR1B1	Not_significant	NA
EPI_Hs_3P_A_0040948	0.0868758129267344	0.0276070549188345	2.16577609100476	0.032868234099831	0.168023111268363	-4.19930900738112	CBL	Not_significant	NA
EPI_Hs_3P_A_0040950	-0.0273872581015761	-0.12537132449156	-0.583023432566734	0.561278845550119	0.796776393456732	-6.28744798989975	FEN1	Not_significant	NA
EPI_Hs_3P_A_0040956	0.916117207198965	-0.431225548980113	5.43767674601557	4.28111639700452e-07	3.98609914206578e-05	6.16993665435265	LOC339524	Upregulated	LOC339524
EPI_Hs_3P_A_0040960	-0.0393414411647186	0.104019888544629	-0.938491122499842	0.350406238168243	0.639272643989707	-6.02253209213726	RTF1	Not_significant	NA
EPI_Hs_3P_A_0040962	-0.204611064171093	-0.139178734942363	-2.39619851396469	0.0185536223777673	0.115384243017782	-3.70899290667451	HIST1H4C	Not_significant	NA
EPI_Hs_3P_A_0040965	-0.0286110429054021	-0.0109603179131113	-1.03193746127408	0.304759050412624	0.598960867569827	-5.93269700132853	AOX2P	Not_significant	NA
EPI_Hs_3P_A_0040970	0.0122190383570297	0.184595895399873	0.299275336723335	0.765393127544956	0.906436183615785	-6.4106025349602	OXNAD1	Not_significant	NA
EPI_Hs_3P_A_0040980	0.00188707818592201	-0.126906958099491	0.0406586446044376	0.967654586117872	0.989511721392732	-6.453929171758	LRPAP1	Not_significant	NA
EPI_Hs_3P_A_0040984	-0.0643072115439166	0.0982894128746676	-2.11325603943119	0.0372378469333837	0.182019289487461	-4.30483230396611	AICDA	Not_significant	NA
EPI_Hs_3P_A_0040985	-0.0395863586446531	0.071228585771939	-1.10424712930233	0.272315093019223	0.56618444446884	-5.85747190449723	FSTL4	Not_significant	NA
EPI_Hs_3P_A_0040988	-0.0502156759667587	0.0361409687199098	-0.923814465337723	0.357957090088966	0.646005158612211	-6.03588261928303	TGFB2	Not_significant	NA
EPI_Hs_3P_A_0040989	-0.0808035989224738	0.0967719394100474	-1.51044550376232	0.134296632767658	0.386326591159585	-5.34361211923348	SMURF1	Not_significant	NA
EPI_Hs_3P_A_0040990	-0.121828895696826	0.128546117176147	-1.06320626311253	0.29042229550337	0.584960840704356	-5.90077710952627	INCENP	Not_significant	NA
EPI_Hs_3P_A_0040992	-0.00321907081345563	-0.0752845169143254	-0.087618445108511	0.930367021881341	0.976363781905083	-6.450959054583	PTGER3	Not_significant	NA
EPI_Hs_3P_A_0040993	0.0542067458016902	0.0289672942263268	0.934891070824438	0.352248827704593	0.641060662084391	-6.02582596614684	NDUFAB1	Not_significant	NA
EPI_Hs_3P_A_0040999	-0.0724296876646008	-0.0125049850961383	-1.10623391111817	0.271458894916331	0.565151767439192	-5.85533496710854	ACAD11	Not_significant	NA
EPI_Hs_3P_A_0041000	0.00288722758102813	0.083931876776506	0.0828006737784066	0.934186755616753	0.977847070441815	-6.45136386379253	GFER	Not_significant	NA
EPI_Hs_3P_A_0041001	0.116224486245379	-0.0255176466608856	2.12773748790916	0.0359854733597769	0.177703286003124	-4.27597023546237	VASP	Not_significant	NA
EPI_Hs_3P_A_0041006	0.254459219187874	-0.0345831890952711	3.59293153047348	0.000523544567423298	0.00940791253414115	-0.501332400214734	GLS	Not_significant	NA
EPI_Hs_3P_A_0041014	-0.138123289721038	-0.0134123788549543	-1.3842113262542	0.169583473825728	0.439821463374738	-5.51974229588954	STK39	Not_significant	NA
EPI_Hs_3P_A_0041015	0.0183297438859589	0.0229785975645161	0.283696046352309	0.777269563519417	0.911710428285424	-6.41507669621518	MRPL24	Not_significant	NA
EPI_Hs_3P_A_0041019	0.0245599174343903	0.169874098364898	0.408748992941695	0.683657071058524	0.863649945079494	-6.37243719530889	TNFRSF10D	Not_significant	NA
EPI_Hs_3P_A_0041020	0.123876842003815	-0.16518482823679	1.62306740680956	0.107936596375811	0.341835074607318	-5.17415973117962	IL10RB	Not_significant	NA
EPI_Hs_3P_A_0041022	-0.0838655314744771	-0.130807536809805	-1.00744459216727	0.316317098399172	0.60948582436042	-5.95704962686159	PTCD3	Not_significant	NA
EPI_Hs_3P_A_0041023	-0.0449193045889011	0.153436754347959	-1.36476606940376	0.175596706432708	0.448429943401643	-5.545566001143	BAG1	Not_significant	NA
EPI_Hs_3P_A_0041025	0.0328054238845338	0.044342694724419	0.353778605798146	0.724300030878283	0.886321180817924	-6.39307251780908	BEST1	Not_significant	NA
EPI_Hs_3P_A_0041028	-0.133281777901907	-0.135591792628917	-2.13091011154201	0.0357160257744468	0.176978272780633	-4.26962324076659	ALX1	Not_significant	NA
EPI_Hs_3P_A_0041030	-0.0373135241899801	0.0905384852022199	-0.51847898663169	0.605347016153719	0.820875917623655	-6.3223878641201	ACAD8	Not_significant	NA
EPI_Hs_3P_A_0041032	-0.0289992950849389	-0.0415392011682853	-0.508020025625761	0.612633804535904	0.825048428352619	-6.32766645295618	PVRL2	Not_significant	NA
EPI_Hs_3P_A_0041036	0.0693834243780785	-0.275141199371777	0.838050975143824	0.404135888819942	0.68612003311508	-6.1097607268772	JAG2	Not_significant	NA
EPI_Hs_3P_A_0041044	-0.262568972307045	-0.182951600467626	-3.23153682118434	0.00169988263585235	0.0220640752919992	-1.57941687627553	AP1M2	Not_significant	NA
EPI_Hs_3P_A_0041047	0.243198593338006	0.0134472168585964	3.54264387454078	0.000619772306045321	0.0106561149061002	-0.656582224750645	VAT1L	Not_significant	NA
EPI_Hs_3P_A_0041049	0.0209549131174915	0.196458657080934	0.647292460525714	0.519026220817797	0.770431631840046	-6.24862043817428	CRB1	Not_significant	NA
EPI_Hs_3P_A_0041051	-0.201483675042363	0.0725616467645971	-3.07003849584779	0.00280060903470518	0.0314996898297015	-2.03194002996073	PINK1	Not_significant	NA
EPI_Hs_3P_A_0041053	-0.210863539779537	0.0349911255674066	-3.70712719270789	0.000354892932033429	0.00692716204022308	-0.142720756661443	CD70	Not_significant	NA
EPI_Hs_3P_A_0041056	0.686951101918983	-0.527017907870852	6.33508747241294	8.19439491198256e-09	1.55095715502122e-06	9.9347544540542	NRP2	Upregulated	NRP2
EPI_Hs_3P_A_0041057	0.0734010503324054	0.079732532471673	2.03551540491541	0.0446244838545833	0.203558189653424	-4.45670778941664	LRP5	Not_significant	NA
EPI_Hs_3P_A_0041060	-0.10458433811037	0.00494751572626894	-2.32324675749026	0.0223304241383149	0.130170344769124	-3.8689973330366	GLOD4	Not_significant	NA
EPI_Hs_3P_A_0041066	0.105659534278734	0.0137223967185224	1.28934618445832	0.200453153447525	0.482604917762152	-5.64240049817059	HULC	Not_significant	NA
EPI_Hs_3P_A_0041071	0.116727686976061	-0.094051267180888	0.985289813587696	0.327020472078071	0.617283554381979	-5.97858465784773	MRM1	Not_significant	NA
EPI_Hs_3P_A_0041074	0.231712101562377	-0.0944169624357151	2.33747433914135	0.0215445106099961	0.12680080645359	-3.83813608615347	RIMBP3C	Not_significant	NA
EPI_Hs_3P_A_0041075	-0.218821228850029	0.0804121179773963	-2.19103436852036	0.0309305263040222	0.161029333720208	-4.14772778135252	IL5RA	Not_significant	NA
EPI_Hs_3P_A_0041076	0.0428986363015614	-0.0239186899095271	0.339471034963586	0.735015019252871	0.89116470514928	-6.39795685213218	CLSTN2	Not_significant	NA
EPI_Hs_3P_A_0041077	0.0313224599477574	-0.00979294021869581	0.524502001781817	0.60116874680188	0.818544713461261	-6.31929955475295	DNM3	Not_significant	NA
EPI_Hs_3P_A_0041078	0.124245055065617	0.0990051945883339	1.97265009704298	0.0514844813345968	0.221177331813428	-4.57571802783065	MYH7B	Not_significant	NA
EPI_Hs_3P_A_0041079	-0.0600071633772574	-0.108858937361718	-2.01323889321527	0.0469600012701908	0.20996533979189	-4.49927031508352	DDX53	Not_significant	NA
EPI_Hs_3P_A_0041081	-0.0684812732534652	-0.0607473964067522	-0.75256463347998	0.453599073279059	0.722118626133762	-6.17634617734658	SLC27A5	Not_significant	NA
EPI_Hs_3P_A_0041088	0.226643411082571	-0.240650800169326	1.25525712940907	0.212508611462677	0.498581217972433	-5.684427602382	PPP1R14A	Not_significant	NA
EPI_Hs_3P_A_0041089	-0.00223411832200243	0.209247109545901	-0.0572450549398439	0.954471951131544	0.984883002215502	-6.45312848951142	ANKRD55	Not_significant	NA
EPI_Hs_3P_A_0041095	-0.378868526981798	-0.313135095391895	-2.95236989846745	0.00398566752549216	0.0402946798735286	-2.34976176137541	SIK1	Not_significant	NA
EPI_Hs_3P_A_0041096	-0.00842496584184707	-0.208799700734998	-0.120763276150917	0.90413725951853	0.96565372153295	-6.44755385191211	VAMP1	Not_significant	NA
EPI_Hs_3P_A_0041105	-0.0147916871464501	-0.201650224692912	-0.254351911298559	0.799781352876505	0.920529278631313	-6.42285559360357	NUP160	Not_significant	NA
EPI_Hs_3P_A_0041109	0.000657894118982918	-0.0084668452471962	0.0115983051943772	0.990770770870339	0.99642097729382	-6.45467796323544	SLC17A1	Not_significant	NA
EPI_Hs_3P_A_0041110	-0.0182031177065842	-0.125008658430975	-0.385381061050931	0.700829060714259	0.873049408769581	-6.38157166656934	MRPS34	Not_significant	NA
EPI_Hs_3P_A_0041111	0.103025521315757	-0.211693001768008	1.63471099341063	0.105466788288777	0.336558277554166	-5.15598378409014	NPLOC4	Not_significant	NA
EPI_Hs_3P_A_0041112	0.0118351217670791	0.0314646764795352	0.418072400994323	0.676851262437562	0.860317785747985	-6.36864321015895	LRRTM1	Not_significant	NA
EPI_Hs_3P_A_0041118	0.133849381152419	-0.0544626421671869	2.71536655189839	0.0078832738245035	0.0648082171275885	-2.95845185113034	TBRG4	Not_significant	NA
EPI_Hs_3P_A_0041121	0.0669151000877045	-0.36269299598734	1.10258285837355	0.273033749934808	0.566758568837168	-5.85925907769591	BCL2L12	Not_significant	NA
EPI_Hs_3P_A_0041127	-0.00534673699126896	0.100914554623251	-0.197528634961773	0.843841975718587	0.939513104563187	-6.43550948418988	QRSL1	Not_significant	NA
EPI_Hs_3P_A_0041128	-0.345278500909199	0.0127285188653602	-5.15258795581607	1.42113711145971e-06	0.000101595904150824	5.03264255138199	SP8	Not_significant	NA
EPI_Hs_3P_A_0041141	-0.0495999185402158	0.0158421225052607	-0.933841546439988	0.35278716964778	0.64157384899838	-6.02678389233861	TMEM38B	Not_significant	NA
EPI_Hs_3P_A_0041142	0.539427497093721	-0.244486316767025	5.7910440733221	9.2907946978274e-08	1.12368667325527e-05	7.62163661395806	ESAM	Upregulated	ESAM
EPI_Hs_3P_A_0041145	-0.10653795386526	0.031497484205226	-1.47096583776801	0.144652514018993	0.402430265206333	-5.40027247638315	ARMS2	Not_significant	NA
EPI_Hs_3P_A_0041148	-0.0474354211454853	0.130353020234189	-0.88582315258547	0.377981765579485	0.662716548898701	-6.06948131757778	BNIP2	Not_significant	NA
EPI_Hs_3P_A_0041151	0.039166715402644	0.0233356542155162	1.21029702216821	0.229210828801576	0.519199718886817	-5.73819240247734	HTR1D	Not_significant	NA
EPI_Hs_3P_A_0041152	0.456768552504021	-0.160319842078564	2.63927239745248	0.00973197711969209	0.0747823905726489	-3.14472936386406	SQSTM1	Not_significant	NA
EPI_Hs_3P_A_0041161	-0.0867817032211848	0.173171181747081	-1.47415717959651	0.143792942261182	0.401161770966586	-5.39574545953335	TSN	Not_significant	NA
EPI_Hs_3P_A_0041162	0.419681399796332	0.0905354268067984	4.80872754978553	5.78454951803236e-06	0.000301514746999741	3.70614747317709	HLA-C	Not_significant	NA
EPI_Hs_3P_A_0041163	0.275443881887771	0.0218269794895942	3.81876819772269	0.000240874628288776	0.00518306003482813	0.21583122630556	FTH1	Not_significant	NA
EPI_Hs_3P_A_0041169	-0.375217127553789	-0.100638287865071	-4.43152002371216	2.53920154705714e-05	0.00089243079030588	2.3145501212229	QPCT	Not_significant	NA
EPI_Hs_3P_A_0041177	0.126619534617661	-0.058761778693664	2.06831302329795	0.0413674471670121	0.194148555642345	-4.39326553249884	TPD52L2	Not_significant	NA
EPI_Hs_3P_A_0041180	-0.172177371636416	-0.14880833212724	-0.944564874281558	0.347311658469083	0.636237485577914	-6.01694675555794	CHI3L1	Not_significant	NA
EPI_Hs_3P_A_0041181	-0.0674909835770143	0.102222331654064	-1.27524450789278	0.205377192393772	0.489180061013176	-5.65991771443825	ITLN1	Not_significant	NA
EPI_Hs_3P_A_0041183	0.201517141907413	0.0642909801453347	3.14459441608937	0.00222882392527369	0.0268750774195795	-1.82534817820735	CHEK2	Not_significant	NA
EPI_Hs_3P_A_0041184	-0.0410587317531043	0.00688796207041277	-0.784327733090798	0.434827246968899	0.709031562725714	-6.15243013484865	MTHFD2L	Not_significant	NA
EPI_Hs_3P_A_0041185	-0.0678091354931247	0.442823721430397	-1.11126866440193	0.269297577550891	0.563511587061859	-5.8499029556769	SLC25A37	Not_significant	NA
EPI_Hs_3P_A_0041188	-0.363807959527861	-0.177105114704128	-3.43156029696453	0.000894781917827395	0.0138203406451855	-0.99361363604204	FAM189A1	Not_significant	NA
EPI_Hs_3P_A_0041190	-0.00390274416745459	0.188686802437912	-0.0622287045011961	0.950513323680296	0.983374990341374	-6.45283491155296	ZADH2	Not_significant	NA
EPI_Hs_3P_A_0041192	-0.225708749781028	0.255595420497687	-2.22648487970548	0.0283792869651109	0.152113768642381	-4.07442554445578	LOC388946	Not_significant	NA
EPI_Hs_3P_A_0041198	0.00588522992583591	0.016628144533183	0.210871450493256	0.83344574461592	0.935181286210516	-6.4328237966803	NPSR1	Not_significant	NA
EPI_Hs_3P_A_0041203	0.066805611738776	-0.0284388619346167	0.990918044449482	0.324278983349904	0.615363098643893	-5.97315827011066	KIR2DL5A	Not_significant	NA
EPI_Hs_3P_A_0041204	0.0901019521922596	0.0243382683041392	1.46960656226163	0.145019840671117	0.402772809831221	-5.40219780925688	ISCA1	Not_significant	NA
EPI_Hs_3P_A_0041206	0.00181946794597884	0.155482240024801	0.0309735247795496	0.975356568028478	0.991414293804005	-6.45427125145355	MYT1L	Not_significant	NA
EPI_Hs_3P_A_0041207	-0.0907036473215165	-0.107739330040814	-2.69833979902122	0.00826672361604879	0.0668371551184112	-3.00052535470114	NCSTN	Not_significant	NA
EPI_Hs_3P_A_0041210	0.575159781855281	-0.223161638092092	4.54959651065459	1.60967471209678e-05	0.000642662061251089	2.74255635054679	HLA-DRA	Upregulated	HLA-DRA
EPI_Hs_3P_A_0041211	0.0361079770708717	-0.339745077385767	0.452322336603308	0.652082796901786	0.847197651677215	-6.35397435200214	SDHA	Not_significant	NA
EPI_Hs_3P_A_0041230	0.0243403423686552	0.0605827367775466	0.776969095428013	0.439135149853525	0.711979457336803	-6.15805766427763	RAG2	Not_significant	NA
EPI_Hs_3P_A_0041231	-0.0219919403248711	-0.179298528003931	-0.27260749561494	0.785755127979383	0.914970835107006	-6.41811575797631	CUEDC1	Not_significant	NA
EPI_Hs_3P_A_0041232	0.0398235230871447	-0.160463183379177	0.478051224081707	0.633727771473209	0.837345853497466	-6.34219907097223	INPP4B	Not_significant	NA
EPI_Hs_3P_A_0041233	0.140917506743644	0.136144802565441	1.96029825632431	0.0529329017584827	0.22500939093424	-4.59869871159311	TPI1P2	Not_significant	NA
EPI_Hs_3P_A_0041238	0.106837258278395	0.0258743752193317	2.31182372072097	0.0229796397957284	0.132527104880554	-3.89365405391598	MTCH2	Not_significant	NA
EPI_Hs_3P_A_0041239	0.175614764339336	-0.0156458861180483	1.08704895968597	0.27980509092648	0.573646395683508	-5.87581348727635	BMPR1B	Not_significant	NA
EPI_Hs_3P_A_0041240	0.00287550002619313	0.0223440553482484	0.0478745496038718	0.961918171324627	0.987118627527158	-6.45361417363176	PXN	Not_significant	NA
EPI_Hs_3P_A_0041241	0.0217512012090845	-0.110896543186149	0.494435863759912	0.622156252436046	0.830649028207812	-6.33436262430599	SLCO4C1	Not_significant	NA
EPI_Hs_3P_A_0041251	-0.166214812253579	-0.285217385388831	-1.40998436292637	0.161856859427088	0.428605130852167	-5.48497555410724	GFPT2	Not_significant	NA
EPI_Hs_3P_A_0041253	-0.0485436242024122	-0.232512165481732	-0.727751554833446	0.468581283271141	0.733160852506163	-6.19434980791486	TOMM70A	Not_significant	NA
EPI_Hs_3P_A_0041261	-0.0536184759552292	-0.217357016170771	-0.627553413377709	0.531823713828405	0.779010342679095	-6.26097359577612	THOC1	Not_significant	NA
EPI_Hs_3P_A_0041262	-0.654910252300188	-0.0695151565842872	-4.2484204603768	5.07825782478256e-05	0.00154495456432219	1.66532133967396	KLRG2	Downregulated	KLRG2
EPI_Hs_3P_A_0041264	0.239379228684659	-0.224688955205053	1.91558941523998	0.0584681338993766	0.238564387489962	-4.68076872547842	ADH1B	Not_significant	NA
EPI_Hs_3P_A_0041266	-0.0772187418022131	-0.241726259034802	-1.29127136234467	0.199787767800665	0.481984862121363	-5.6399946137814	XIRP2	Not_significant	NA
EPI_Hs_3P_A_0041268	0.0756783200811756	-0.259837058158862	0.336789031998266	0.737029500443747	0.892388872882731	-6.39885005611538	LOC340357	Not_significant	NA
EPI_Hs_3P_A_0041269	-0.0412242103956805	-0.162635978459244	-0.523554233665478	0.601825352215215	0.818914552399324	-6.31978787486019	UHRF1	Not_significant	NA
EPI_Hs_3P_A_0041270	0.422192928055903	-0.186573617487571	1.8605238515285	0.0659494175934129	0.256295075408061	-4.77944600416191	SLC4A1	Not_significant	NA
EPI_Hs_3P_A_0041272	0.0581327812530932	-0.037142097169615	0.808750446895462	0.420708541043247	0.699343526112564	-6.13337785388074	TMEM165	Not_significant	NA
EPI_Hs_3P_A_0041275	-0.243581319599142	-1.16534975292433	-1.78510159320101	0.0774824241788019	0.281888554705012	-4.91026501523997	APOA1	Not_significant	NA
EPI_Hs_3P_A_0041284	0.681357291015529	-0.205014227984854	5.91223453936789	5.45002776236952e-08	7.19123377490712e-06	8.12923514133963	TGFB3	Upregulated	TGFB3
EPI_Hs_3P_A_0041297	-0.0219471254565365	-0.235902203474217	-0.29583410287709	0.768011748579741	0.907527750223074	-6.41161134886032	ACSS1	Not_significant	NA
EPI_Hs_3P_A_0041305	0.074974098745176	0.103545807294601	1.37140727267858	0.173525071789052	0.445454967502057	-5.53678576377021	CHRNB4	Not_significant	NA
EPI_Hs_3P_A_0041307	-0.24190299802757	0.0741286956393803	-3.57762341818615	0.000551227611958486	0.00979861184583017	-0.548766721419669	MGEA5	Not_significant	NA
EPI_Hs_3P_A_0041318	0.0482180588122735	0.0969941718749567	1.11070077235507	0.269540759937808	0.563662895102693	-5.85051685760229	NEU3	Not_significant	NA
EPI_Hs_3P_A_0041320	0.33068428872194	-0.0985028615220256	4.84067290257304	5.08813654046957e-06	0.000270714656350191	3.82715390606615	KAL1	Not_significant	NA
EPI_Hs_3P_A_0041321	-0.026840000984346	-0.0407326558014221	-0.517580816895336	0.60597122308565	0.821251409336234	-6.3228453637781	KCTD15	Not_significant	NA
EPI_Hs_3P_A_0041323	-0.225577313644097	-0.125990641858539	-1.52802163101368	0.129877778693039	0.379909778034072	-5.31792800286387	APOC2	Not_significant	NA
EPI_Hs_3P_A_0041329	-0.0467825957134887	0.121598244954735	-0.466719522160987	0.641784504188004	0.84209829417907	-6.34746509865987	CKMT1A	Not_significant	NA
EPI_Hs_3P_A_0041334	0.443017182012583	0.0541294153622962	5.14776876566406	1.44986297677446e-06	0.00010213260123508	5.01369860166049	HLA-B	Not_significant	NA
EPI_Hs_3P_A_0041335	-0.11234376733903	-0.235951173879292	-1.50195939195999	0.136472015095148	0.389527231219043	-5.35591175231597	CREBBP	Not_significant	NA
EPI_Hs_3P_A_0041338	-0.0438257474317572	-0.0222074501303041	-0.624132733070847	0.534057862323936	0.780699550450873	-6.26307578442823	APOC3	Not_significant	NA
EPI_Hs_3P_A_0041340	0.106043772090411	0.24427267327957	2.56418457876531	0.0119326249299982	0.0862398254330481	-3.32408196503612	XPO5	Not_significant	NA
EPI_Hs_3P_A_0041341	0.0010791949256923	0.0316245514155972	0.0370583077509991	0.97051739429488	0.989959751044398	-6.45406713776947	TGM6	Not_significant	NA
EPI_Hs_3P_A_0041345	-0.265205537311475	-0.293332600715459	-2.57690979073488	0.0115306799472209	0.0842045954020485	-3.29400122505104	MS4A2	Not_significant	NA
EPI_Hs_3P_A_0041347	-0.0214524222405619	-0.345851476904151	-0.304423630112656	0.761480602928926	0.904779329833444	-6.40907154789932	COQ9	Not_significant	NA
EPI_Hs_3P_A_0041349	-0.107062373431072	-0.0793723465657879	-1.95249016659059	0.0538662397010988	0.227598415542191	-4.61315726555656	CTNNBL1	Not_significant	NA
EPI_Hs_3P_A_0041358	-0.0198907147937951	0.157996043632559	-0.672117524427185	0.503163698734537	0.75911343779256	-6.23254631444442	TNFRSF9	Not_significant	NA
EPI_Hs_3P_A_0041360	0.134382907064229	0.0213805138047173	3.01004542894402	0.00335653429346449	0.0357273077587763	-2.19525143208329	ACO2	Not_significant	NA
EPI_Hs_3P_A_0041361	-0.10288737096674	0.105810852476645	-2.56291405334233	0.0119734415278469	0.0864806813636258	-3.3270782478316	TKTL2	Not_significant	NA
EPI_Hs_3P_A_0041364	-0.182872736264085	-0.0708212542301422	-2.03702374417606	0.0444700092235762	0.203052305969656	-4.45381042120553	HRK	Not_significant	NA
EPI_Hs_3P_A_0041366	-0.0161951551405693	0.166113243191005	-0.533602031361343	0.594881124687661	0.815186189406232	-6.31456625567389	SYT4	Not_significant	NA
EPI_Hs_3P_A_0041367	-0.167452628888522	0.083226784796913	-3.16302639221203	0.00210528770537163	0.0257894951749264	-1.77365856846879	ABHD11	Not_significant	NA
EPI_Hs_3P_A_0041368	0.129666449915105	-0.0128479313091109	1.16736199001429	0.246027870549007	0.53830755787344	-5.78776202328505	GYPC	Not_significant	NA
EPI_Hs_3P_A_0041370	-0.0270166860933311	0.0739541612506648	-0.26897990311714	0.788536839178972	0.916131026590271	-6.41908372209673	CKMT1B	Not_significant	NA
EPI_Hs_3P_A_0041371	-0.269279044153208	-0.283685674855475	-3.50083584467156	0.000712269724778316	0.0116811223116876	-0.784390736917397	CDCA7L	Not_significant	NA
EPI_Hs_3P_A_0041379	-0.113708488158915	-0.393488997937912	-1.60750827951334	0.111309344942471	0.347659148392615	-5.19825644172521	FERMT1	Not_significant	NA
EPI_Hs_3P_A_0041382	-0.33907204815278	-0.340095313508903	-1.10594242037021	0.271584394640459	0.565252726646901	-5.85564872203693	DNAJC4	Not_significant	NA
EPI_Hs_3P_A_0041385	-0.0505958728650429	-0.160677016440571	-0.390522013767266	0.69703748768613	0.871020386199267	-6.37960804801365	ALDH1A1	Not_significant	NA
EPI_Hs_3P_A_0041386	-0.00702014956446463	0.103966759234883	-0.198114662442161	0.843384769575667	0.939449819347325	-6.43539520784179	CACNA1B	Not_significant	NA
EPI_Hs_3P_A_0041387	-0.150221874259582	-0.246919672041392	-0.741139308004089	0.460463368943273	0.726813839105142	-6.18471013104482	HS3ST2	Not_significant	NA
EPI_Hs_3P_A_0041397	0.104113747473472	0.0331543433738004	1.21652320762857	0.226842820661646	0.516417980074738	-5.7308601122326	ANXA5	Not_significant	NA
EPI_Hs_3P_A_0041400	-0.0736195762033878	0.0258311837554053	-1.83784742357991	0.0692553381466963	0.263455521111263	-4.81930677879102	VTA1	Not_significant	NA
EPI_Hs_3P_A_0041401	-0.258375884781665	0.16252976071251	-2.7795765946477	0.00657848917823405	0.0570423933963959	-2.79776962354102	ALDH5A1	Not_significant	NA
EPI_Hs_3P_A_0041403	-0.149283430411927	-0.189384186035438	-2.15355564804343	0.0338430615088034	0.171037455307459	-4.22407132977797	MAGEE1	Not_significant	NA
EPI_Hs_3P_A_0041404	-0.0263314379112462	-0.0830358851115158	-0.825985336734312	0.41091172369992	0.691787403288527	-6.11958628074537	KIF2B	Not_significant	NA
EPI_Hs_3P_A_0041409	0.121885072468515	-0.172175765290843	1.51961100834976	0.131977793063726	0.383092296622815	-5.33025374994146	TBC1D7	Not_significant	NA
EPI_Hs_3P_A_0041410	-0.0484241387056341	-0.243846083716788	-1.02936557360842	0.305959154466568	0.600246630058413	-5.93528102492959	KIF3A	Not_significant	NA
EPI_Hs_3P_A_0041411	0.00376711648229486	-0.198699833778414	0.0777452374209623	0.938196574763684	0.97942479804097	-6.45176403667901	C17orf90	Not_significant	NA
EPI_Hs_3P_A_0041413	-0.0742479181153889	0.242135475650017	-1.99967226496616	0.0484329439566137	0.214205153974749	-4.5249813630273	FAT4	Not_significant	NA
EPI_Hs_3P_A_0041416	-0.00195816614995952	0.0379046070626662	-0.0287460255894428	0.977128318366887	0.991905306168277	-6.45433684335825	SPG7	Not_significant	NA
EPI_Hs_3P_A_0041422	0.0684639427288334	-0.0779234077865071	1.03428159179556	0.303667992215061	0.598404769788873	-5.93033632220019	KCNQ1	Not_significant	NA
EPI_Hs_3P_A_0041425	-0.000400859327110051	0.0265806405254943	-0.00676561899634412	0.994616249502441	0.997727260839344	-6.45472172290745	NISCH	Not_significant	NA
EPI_Hs_3P_A_0041432	0.145279164684751	-0.30973137210955	1.33896536127883	0.183822973669623	0.461024903334991	-5.5792882047094	PTGFRN	Not_significant	NA
EPI_Hs_3P_A_0041435	0.27726701278544	0.0806281252514742	1.89977282908876	0.0605399062050361	0.243410612624145	-4.70938430915334	TIMM10	Not_significant	NA
EPI_Hs_3P_A_0041436	-0.232568712627305	-0.0151761495389062	-2.55961667385474	0.012079959705482	0.0868966821056961	-3.33484846758027	CYB5R2	Not_significant	NA
EPI_Hs_3P_A_0041439	-0.170438811377788	-0.219940877123425	-2.61313275124091	0.0104524958642379	0.0785952865482527	-3.2076715446837	CDK6	Not_significant	NA
EPI_Hs_3P_A_0041440	0.0147106532549124	-0.0445365365224881	0.427860486940391	0.669735000133869	0.857158346529828	-6.36456842224205	AGXT	Not_significant	NA
EPI_Hs_3P_A_0041441	0.298675694760001	0.0147887919347323	3.60844946988347	0.000496828964390843	0.00901200127003059	-0.453092733103765	NME4	Not_significant	NA
EPI_Hs_3P_A_0041442	0.173435241392956	-0.086194443494508	2.42574768810654	0.0171930813438237	0.110004278556451	-3.64294162169372	CAV2	Not_significant	NA
EPI_Hs_3P_A_0041447	-0.0431316069640448	0.0394615746335993	-0.875779157637871	0.383390855493245	0.667586845959716	-6.07813228107111	EIF4EBP3	Not_significant	NA
EPI_Hs_3P_A_0041448	0.3104015295012	-0.0731391076393803	4.16559698954047	6.90903878011486e-05	0.00197690972083807	1.37764239687661	IL15	Not_significant	NA
EPI_Hs_3P_A_0041449	-0.112965905139763	-0.0198222344758353	-1.05504197118262	0.294120386455426	0.588317207522717	-5.90920111239692	DNAJC30	Not_significant	NA
EPI_Hs_3P_A_0041454	0.0194155297010237	0.073459869160481	0.302103532664173	0.763243036511594	0.905475602117343	-6.40976471867655	CHRNG	Not_significant	NA
